          Bruto        AliqINSS        Val.INSS       Base I.R.          AliqIR          Val.IR         Liquido 
        4906.01            11.0          539.66         4366.35            22.5          346.30         4020.05
        4917.46            11.0          540.92         4376.54            22.5          348.59         4027.95
        4917.94            11.0          540.97         4376.97            22.5          348.69         4028.28
        4944.89            11.0          543.94         4400.95            22.5          354.08         4046.87
        4950.11            11.0          544.51         4405.60            22.5          355.13         4050.47
        4961.88            11.0          545.81         4416.07            22.5          357.49         4058.59
        4962.17            11.0          545.84         4416.33            22.5          357.54         4058.79
        4964.37            11.0          546.08         4418.29            22.5          357.99         4060.30
        4964.94            11.0          546.14         4418.80            22.5          358.10         4060.70
        4968.36            11.0          546.52         4421.84            22.5          358.78         4063.06
        4974.12            11.0          547.15         4426.97            22.5          359.94         4067.03
        5004.65            11.0          550.51         4454.14            22.5          366.05         4088.09
        5006.04            11.0          550.66         4455.38            22.5          366.33         4089.05
        5010.44            11.0          551.15         4459.29            22.5          367.21         4092.08
        5014.58            11.0          551.60         4462.98            22.5          368.04         4094.94
        5015.35            11.0          551.69         4463.66            22.5          368.19         4095.47
        5020.31            11.0          552.23         4468.08            22.5          369.19         4098.89
        5025.82            11.0          552.84         4472.98            22.5          370.29         4102.69
        5028.93            11.0          553.18         4475.75            22.5          370.91         4104.83
        5029.62            11.0          553.26         4476.36            22.5          371.05         4105.31
        5033.21            11.0          553.65         4479.56            22.5          371.77         4107.79
        5054.31            11.0          555.97         4498.34            22.5          376.00         4122.34
        5060.22            11.0          556.62         4503.60            22.5          377.18         4126.42
        5078.57            11.0          558.64         4519.93            22.5          380.85         4139.07
        5087.38            11.0          559.61         4527.77            22.5          382.62         4145.15
        5098.69            11.0          560.86         4537.83            22.5          384.88         4152.95
        5099.88            11.0          560.99         4538.89            22.5          385.12         4153.77
        5113.31            11.0          562.46         4550.85            22.5          387.81         4163.04
        5114.58            11.0          562.60         4551.98            22.5          388.06         4163.91
        5119.96            11.0          563.20         4556.76            22.5          389.14         4167.62
        5126.21            11.0          563.88         4562.33            22.5          390.39         4171.93
        5128.13            11.0          564.09         4564.04            22.5          390.78         4173.26
        5139.76            11.0          565.37         4574.39            22.5          393.11         4181.28
        5144.76            11.0          565.92         4578.84            22.5          394.11         4184.73
        5145.35            11.0          565.99         4579.36            22.5          394.23         4185.14
        5146.67            11.0          566.13         4580.54            22.5          394.49         4186.05
        5169.51            11.0          568.65         4600.86            22.5          399.06         4201.80
        5178.42            11.0          569.63         4608.79            22.5          400.85         4207.95
        5182.08            11.0          570.03         4612.05            22.5          401.58         4210.47
        5201.74            11.0          572.19         4629.55            22.5          405.52         4224.03
        5214.90            11.0          573.64         4641.26            22.5          408.15         4233.11
        5221.75            11.0          574.39         4647.36            22.5          409.53         4237.83
        5221.93            11.0          574.41         4647.52            22.5          409.56         4237.96
        5239.24            11.0          576.32         4662.92            22.5          413.03         4249.90
        5249.43            11.0          577.44         4671.99            27.5          415.44         4256.55
        5253.04            11.0          577.83         4675.21            27.5          416.32         4258.88
        5262.80            11.0          578.91         4683.89            27.5          418.71         4265.18
        5267.47            11.0          579.42         4688.05            27.5          419.85         4268.20
        5276.89            11.0          580.46         4696.43            27.5          422.16         4274.27
        5279.06            11.0          580.70         4698.36            27.5          422.69         4275.67
        5292.26            11.0          582.15         4710.11            27.5          425.92         4284.19
        5303.76            11.0          583.41         4720.35            27.5          428.74         4291.61
        5304.62            11.0          583.51         4721.11            27.5          428.95         4292.17
        5307.42            11.0          583.82         4723.60            27.5          429.63         4293.97
        5307.66            11.0          583.84         4723.82            27.5          429.69         4294.13
        5311.49            11.0          584.26         4727.23            27.5          430.63         4296.60
        5311.90            11.0          584.31         4727.59            27.5          430.73         4296.86
        5312.15            11.0          584.34         4727.81            27.5          430.79         4297.02
        5315.97            11.0          584.76         4731.21            27.5          431.72         4299.49
        5321.96            11.0          585.42         4736.54            27.5          433.19         4303.35
        5346.62            11.0          588.13         4758.49            27.5          439.23         4319.27
        5352.20            11.0          588.74         4763.46            27.5          440.59         4322.87
        5352.32            11.0          588.76         4763.56            27.5          440.62         4322.94
        5355.57            11.0          589.11         4766.46            27.5          441.42         4325.04
        5355.71            11.0          589.13         4766.58            27.5          441.45         4325.13
        5407.33            11.0          594.81         4812.52            27.5          454.08         4358.44
        5410.46            11.0          595.15         4815.31            27.5          454.85         4360.46
        5412.64            11.0          595.39         4817.25            27.5          455.38         4361.87
        5420.58            11.0          596.26         4824.32            27.5          457.33         4366.99
        5428.16            11.0          597.10         4831.06            27.5          459.18         4371.88
        5437.58            11.0          598.13         4839.45            27.5          461.49         4377.96
        5442.81            11.0          598.71         4844.10            27.5          462.77         4381.33
        5443.70            11.0          598.81         4844.89            27.5          462.99         4381.91
        5462.84            11.0          600.91         4861.93            27.5          467.67         4394.26
        5473.26            11.0          602.06         4871.20            27.5          470.22         4400.98
        5476.31            11.0          602.39         4873.92            27.5          470.97         4402.95
        5483.19            11.0          603.15         4880.04            27.5          472.65         4407.39
        5486.53            11.0          603.52         4883.01            27.5          473.47         4409.54
        5488.88            11.0          603.78         4885.10            27.5          474.04         4411.06
        5491.14            11.0          604.03         4887.11            27.5          474.60         4412.52
        5491.64            11.0          604.08         4887.56            27.5          474.72         4412.84
        5492.34            11.0          604.16         4888.18            27.5          474.89         4413.29
        5498.43            11.0          604.83         4893.60            27.5          476.38         4417.22
        5525.25            11.0          607.78         4917.47            27.5          482.94         4434.53
        5527.94            11.0          608.07         4919.87            27.5          483.60         4436.26
        5532.72            11.0          608.60         4924.12            27.5          484.77         4439.35
        5533.97            11.0          608.74         4925.23            27.5          485.08         4440.15
        5553.64            11.0          610.90         4942.74            27.5          489.89         4452.85
        5556.97            11.0          611.27         4945.70            27.5          490.71         4454.99
        5567.93            11.0          612.47         4955.46            27.5          493.39         4462.07
        5574.53            11.0          613.20         4961.33            27.5          495.01         4466.33
        5575.25            11.0          613.28         4961.97            27.5          495.18         4466.79
        5575.99            11.0          613.36         4962.63            27.5          495.36         4467.27
        5584.21            11.0          614.26         4969.95            27.5          497.38         4472.57
        5585.54            11.0          614.41         4971.13            27.5          497.70         4473.43
        5587.58            11.0          614.63         4972.95            27.5          498.20         4474.75
        5599.74            11.0          615.97         4983.77            27.5          501.18         4482.59
        5601.21            11.0          616.13         4985.08            27.5          501.54         4483.54
        5613.21            11.0          617.45         4995.76            27.5          504.47         4491.28
        5638.14            11.0          620.20         5017.94            27.5          510.57         4507.37
        5639.84            11.0          620.38         5019.46            27.5          510.99         4508.47
        5642.87            11.0          620.72         5022.15            27.5          511.73         4510.42
        5650.18            11.0          621.52         5028.66            27.5          513.52         4515.14
        5652.27            11.0          621.75         5030.52            27.5          514.03         4516.49
        5656.23            11.0          622.19         5034.04            27.5          515.00         4519.04
        5667.34            11.0          623.41         5043.93            27.5          517.72         4526.21
        5674.19            11.0          624.16         5050.03            27.5          519.40         4530.63
        5676.21            11.0          624.38         5051.83            27.5          519.89         4531.93
        5690.64            11.0          625.97         5064.67            27.5          523.42         4541.25
        5698.74            11.0          626.86         5071.88            27.5          525.41         4546.47
        5711.29            11.0          628.24         5083.05            27.5          528.48         4554.57
        5723.60            11.0          629.60         5094.00            27.5          531.49         4562.51
        5725.75            11.0          629.83         5095.92            27.5          532.02         4563.90
        5736.70            11.0          631.04         5105.66            27.5          534.70         4570.97
        5748.58            11.0          632.34         5116.24            27.5          537.60         4578.63
        5751.82            11.0          632.70         5119.12            27.5          538.40         4580.72
        5754.94            11.0          633.04         5121.90            27.5          539.16         4582.74
        5761.38            11.0          633.75         5127.63            27.5          540.74         4586.89
        5762.07            11.0          633.83         5128.24            27.5          540.91         4587.34
        5764.74            11.0          634.12         5130.62            27.5          541.56         4589.06
        5765.03            11.0          634.15         5130.88            27.5          541.63         4589.25
        5787.82            11.0          636.66         5151.16            27.5          547.21         4603.95
        5790.89            11.0          637.00         5153.89            27.5          547.96         4605.93
        5792.33            11.0          637.16         5155.17            27.5          548.31         4606.86
        5800.24            11.0          638.03         5162.21            27.5          550.25         4611.96
        5805.53            11.0          638.61         5166.92            27.5          551.54         4615.38
        5819.59            11.0          640.15         5179.44            27.5          554.98         4624.45
        5823.58            11.0          640.59         5182.99            27.5          555.96         4627.02
        5824.19            11.0          640.66         5183.53            27.5          556.11         4627.42
        5825.98            11.0          640.86         5185.12            27.5          556.55         4628.57
        5827.85            11.0          641.06         5186.79            27.5          557.01         4629.78
        5832.77            11.0          641.60         5191.17            27.5          558.21         4632.95
        5832.83            11.0          641.61         5191.22            27.5          558.23         4632.99
        5843.60             0.0          642.34         5201.26            27.5          560.99         4640.27
        5852.99             0.0          642.34         5210.65            27.5          563.57         4647.08
        5854.79             0.0          642.34         5212.45            27.5          564.06         4648.39
        5859.95             0.0          642.34         5217.61            27.5          565.48         4652.13
        5860.25             0.0          642.34         5217.91            27.5          565.57         4652.34
        5870.00             0.0          642.34         5227.66            27.5          568.25         4659.41
        5878.14             0.0          642.34         5235.80            27.5          570.49         4665.31
        5891.52             0.0          642.34         5249.18            27.5          574.16         4675.02
        5897.12             0.0          642.34         5254.78            27.5          575.70         4679.08
        5897.22             0.0          642.34         5254.88            27.5          575.73         4679.15
        5897.88             0.0          642.34         5255.54            27.5          575.91         4679.63
        5901.62             0.0          642.34         5259.28            27.5          576.94         4682.34
        5903.17             0.0          642.34         5260.83            27.5          577.37         4683.46
        5904.32             0.0          642.34         5261.98            27.5          577.68         4684.30
        5931.05             0.0          642.34         5288.71            27.5          585.04         4703.67
        5939.20             0.0          642.34         5296.86            27.5          587.28         4709.58
        5942.28             0.0          642.34         5299.94            27.5          588.12         4711.82
        5949.33             0.0          642.34         5306.99            27.5          590.06         4716.93
        5956.75             0.0          642.34         5314.41            27.5          592.10         4722.31
        5967.76             0.0          642.34         5325.42            27.5          595.13         4730.29
        5991.73             0.0          642.34         5349.39            27.5          601.72         4747.67
        6000.38             0.0          642.34         5358.04            27.5          604.10         4753.94
        6012.15             0.0          642.34         5369.81            27.5          607.34         4762.47
        6019.79             0.0          642.34         5377.45            27.5          609.44         4768.01
        6023.33             0.0          642.34         5380.99            27.5          610.41         4770.58
        6023.37             0.0          642.34         5381.03            27.5          610.42         4770.61
        6028.84             0.0          642.34         5386.50            27.5          611.93         4774.57
        6033.43             0.0          642.34         5391.09            27.5          613.19         4777.90
        6056.36             0.0          642.34         5414.02            27.5          619.50         4794.52
        6077.72             0.0          642.34         5435.38            27.5          625.37         4810.01
        6079.11             0.0          642.34         5436.77            27.5          625.75         4811.02
        6083.28             0.0          642.34         5440.94            27.5          626.90         4814.04
        6083.70             0.0          642.34         5441.36            27.5          627.01         4814.35
        6087.17             0.0          642.34         5444.83            27.5          627.97         4816.86
        6089.63             0.0          642.34         5447.29            27.5          628.64         4818.65
        6091.96             0.0          642.34         5449.62            27.5          629.29         4820.33
        6095.88             0.0          642.34         5453.54            27.5          630.36         4823.18
        6097.07             0.0          642.34         5454.73            27.5          630.69         4824.04
        6098.84             0.0          642.34         5456.50            27.5          631.18         4825.32
        6109.69             0.0          642.34         5467.35            27.5          634.16         4833.19
        6112.09             0.0          642.34         5469.75            27.5          634.82         4834.93
        6115.29             0.0          642.34         5472.95            27.5          635.70         4837.25
        6144.51             0.0          642.34         5502.17            27.5          643.74         4858.43
        6145.26             0.0          642.34         5502.92            27.5          643.94         4858.98
        6147.98             0.0          642.34         5505.64            27.5          644.69         4860.95
        6174.52             0.0          642.34         5532.18            27.5          651.99         4880.19
        6204.91             0.0          642.34         5562.57            27.5          660.35         4902.22
        6211.62             0.0          642.34         5569.28            27.5          662.19         4907.09
        6212.56             0.0          642.34         5570.22            27.5          662.45         4907.77
        6221.73             0.0          642.34         5579.39            27.5          664.97         4914.42
        6227.30             0.0          642.34         5584.96            27.5          666.50         4918.46
        6229.40             0.0          642.34         5587.06            27.5          667.08         4919.98
        6233.44             0.0          642.34         5591.10            27.5          668.19         4922.91
        6260.08             0.0          642.34         5617.74            27.5          675.52         4942.22
        6261.49             0.0          642.34         5619.15            27.5          675.91         4943.24
        6266.27             0.0          642.34         5623.93            27.5          677.22         4946.71
        6270.28             0.0          642.34         5627.94            27.5          678.32         4949.62
        6271.67             0.0          642.34         5629.33            27.5          678.71         4950.62
        6276.20             0.0          642.34         5633.86            27.5          679.95         4953.91
        6281.69             0.0          642.34         5639.35            27.5          681.46         4957.89
        6282.26             0.0          642.34         5639.92            27.5          681.62         4958.30
        6286.22             0.0          642.34         5643.88            27.5          682.71         4961.17
        6286.27             0.0          642.34         5643.93            27.5          682.72         4961.21
        6290.38             0.0          642.34         5648.04            27.5          683.85         4964.19
        6303.77             0.0          642.34         5661.43            27.5          687.53         4973.90
        6316.52             0.0          642.34         5674.18            27.5          691.04         4983.14
        6319.37             0.0          642.34         5677.03            27.5          691.82         4985.21
        6323.75             0.0          642.34         5681.41            27.5          693.03         4988.38
        6324.65             0.0          642.34         5682.31            27.5          693.28         4989.03
        6345.44             0.0          642.34         5703.10            27.5          698.99         5004.11
        6347.18             0.0          642.34         5704.84            27.5          699.47         5005.37
        6359.92             0.0          642.34         5717.58            27.5          702.97         5014.61
        6368.17             0.0          642.34         5725.83            27.5          705.24         5020.59
        6370.40             0.0          642.34         5728.06            27.5          705.86         5022.20
        6384.01             0.0          642.34         5741.67            27.5          709.60         5032.07
        6390.38             0.0          642.34         5748.04            27.5          711.35         5036.69
        6408.26             0.0          642.34         5765.92            27.5          716.27         5049.65
        6411.85             0.0          642.34         5769.51            27.5          717.26         5052.25
        6423.12             0.0          642.34         5780.78            27.5          720.35         5060.43
        6428.17             0.0          642.34         5785.83            27.5          721.74         5064.09
        6430.18             0.0          642.34         5787.84            27.5          722.30         5065.54
        6442.95             0.0          642.34         5800.61            27.5          725.81         5074.80
        6453.83             0.0          642.34         5811.49            27.5          728.80         5082.69
        6454.62             0.0          642.34         5812.28            27.5          729.02         5083.26
        6460.86             0.0          642.34         5818.52            27.5          730.73         5087.79
        6463.59             0.0          642.34         5821.25            27.5          731.48         5089.77
        6465.51             0.0          642.34         5823.17            27.5          732.01         5091.16
        6469.85             0.0          642.34         5827.51            27.5          733.21         5094.30
        6478.10             0.0          642.34         5835.76            27.5          735.47         5100.29
        6479.47             0.0          642.34         5837.13            27.5          735.85         5101.28
        6486.74             0.0          642.34         5844.40            27.5          737.85         5106.55
        6495.35             0.0          642.34         5853.01            27.5          740.22         5112.79
        6503.93             0.0          642.34         5861.59            27.5          742.58         5119.01
        6504.90             0.0          642.34         5862.56            27.5          742.84         5119.72
        6509.63             0.0          642.34         5867.29            27.5          744.14         5123.15
        6513.34             0.0          642.34         5871.00            27.5          745.17         5125.84
        6517.49             0.0          642.34         5875.15            27.5          746.31         5128.84
        6531.40             0.0          642.34         5889.06            27.5          750.13         5138.93
        6534.99             0.0          642.34         5892.65            27.5          751.12         5141.53
        6543.65             0.0          642.34         5901.31            27.5          753.50         5147.81
        6553.66             0.0          642.34         5911.32            27.5          756.25         5155.07
        6564.72             0.0          642.34         5922.38            27.5          759.29         5163.09
        6565.64             0.0          642.34         5923.30            27.5          759.55         5163.75
        6574.44             0.0          642.34         5932.10            27.5          761.97         5170.13
        6579.76             0.0          642.34         5937.42            27.5          763.43         5173.99
        6581.70             0.0          642.34         5939.36            27.5          763.96         5175.40
        6585.76             0.0          642.34         5943.42            27.5          765.08         5178.34
        6586.94             0.0          642.34         5944.60            27.5          765.40         5179.19
        6594.11             0.0          642.34         5951.77            27.5          767.38         5184.39
        6604.05             0.0          642.34         5961.71            27.5          770.11         5191.60
        6614.32             0.0          642.34         5971.98            27.5          772.93         5199.05
        6629.41             0.0          642.34         5987.07            27.5          777.08         5209.99
        6630.39             0.0          642.34         5988.05            27.5          777.35         5210.70
        6643.87             0.0          642.34         6001.53            27.5          781.06         5220.47
        6650.77             0.0          642.34         6008.43            27.5          782.96         5225.47
        6652.30             0.0          642.34         6009.96            27.5          783.38         5226.58
        6653.91             0.0          642.34         6011.57            27.5          783.82         5227.75
        6665.57             0.0          642.34         6023.23            27.5          787.03         5236.20
        6673.48             0.0          642.34         6031.14            27.5          789.20         5241.94
        6677.27             0.0          642.34         6034.93            27.5          790.25         5244.68
        6679.09             0.0          642.34         6036.75            27.5          790.75         5246.00
        6681.74             0.0          642.34         6039.40            27.5          791.48         5247.92
        6698.29             0.0          642.34         6055.95            27.5          796.03         5259.92
        6707.90             0.0          642.34         6065.56            27.5          798.67         5266.89
        6714.08             0.0          642.34         6071.74            27.5          800.37         5271.37
        6714.49             0.0          642.34         6072.15            27.5          800.48         5271.67
        6718.73             0.0          642.34         6076.39            27.5          801.65         5274.74
        6722.73             0.0          642.34         6080.39            27.5          802.75         5277.64
        6727.24             0.0          642.34         6084.90            27.5          803.99         5280.91
        6732.26             0.0          642.34         6089.92            27.5          805.37         5284.55
        6769.70             0.0          642.34         6127.36            27.5          815.66         5311.70
        6771.90             0.0          642.34         6129.56            27.5          816.27         5313.29
        6792.24             0.0          642.34         6149.90            27.5          821.86         5328.04
        6792.48             0.0          642.34         6150.14            27.5          821.93         5328.21
        6824.42             0.0          642.34         6182.08            27.5          830.71         5351.37
        6830.05             0.0          642.34         6187.71            27.5          832.26         5355.45
        6836.89             0.0          642.34         6194.55            27.5          834.14         5360.41
        6848.13             0.0          642.34         6205.79            27.5          837.23         5368.56
        6849.47             0.0          642.34         6207.13            27.5          837.60         5369.53
        6851.08             0.0          642.34         6208.74            27.5          838.04         5370.70
        6856.44             0.0          642.34         6214.10            27.5          839.52         5374.58
        6857.57             0.0          642.34         6215.23            27.5          839.83         5375.40
        6866.17             0.0          642.34         6223.83            27.5          842.19         5381.64
        6896.76             0.0          642.34         6254.42            27.5          850.61         5403.81
        6900.96             0.0          642.34         6258.62            27.5          851.76         5406.86
        6907.97             0.0          642.34         6265.63            27.5          853.69         5411.94
        6912.65             0.0          642.34         6270.31            27.5          854.98         5415.33
        6914.82             0.0          642.34         6272.48            27.5          855.57         5416.91
        6916.14             0.0          642.34         6273.80            27.5          855.94         5417.86
        6924.16             0.0          642.34         6281.82            27.5          858.14         5423.68
        6925.86             0.0          642.34         6283.52            27.5          858.61         5424.91
        6931.44             0.0          642.34         6289.10            27.5          860.14         5428.96
        6931.84             0.0          642.34         6289.50            27.5          860.25         5429.25
        6942.58             0.0          642.34         6300.24            27.5          863.21         5437.03
        6966.92             0.0          642.34         6324.58            27.5          869.90         5454.68
        6972.66             0.0          642.34         6330.32            27.5          871.48         5458.84
        6999.46             0.0          642.34         6357.12            27.5          878.85         5478.27
        6999.61             0.0          642.34         6357.27            27.5          878.89         5478.38
        7009.11             0.0          642.34         6366.77            27.5          881.50         5485.27
        7030.50             0.0          642.34         6388.16            27.5          887.38         5500.78
        7049.43             0.0          642.34         6407.09            27.5          892.59         5514.50
        7070.15             0.0          642.34         6427.81            27.5          898.29         5529.52
        7074.98             0.0          642.34         6432.64            27.5          899.62         5533.02
        7077.87             0.0          642.34         6435.53            27.5          900.41         5535.12
        7123.45             0.0          642.34         6481.11            27.5          912.95         5568.16
        7125.71             0.0          642.34         6483.37            27.5          913.57         5569.80
        7131.36             0.0          642.34         6489.02            27.5          915.12         5573.90
        7135.52             0.0          642.34         6493.18            27.5          916.26         5576.92
        7139.34             0.0          642.34         6497.00            27.5          917.32         5579.68
        7140.80             0.0          642.34         6498.46            27.5          917.72         5580.74
        7142.25             0.0          642.34         6499.91            27.5          918.12         5581.79
        7144.44             0.0          642.34         6502.10            27.5          918.72         5583.38
        7145.22             0.0          642.34         6502.88            27.5          918.93         5583.95
        7157.81             0.0          642.34         6515.47            27.5          922.39         5593.08
        7175.18             0.0          642.34         6532.84            27.5          927.17         5605.67
        7181.85             0.0          642.34         6539.51            27.5          929.01         5610.50
        7200.75             0.0          642.34         6558.41            27.5          934.20         5624.21
        7205.59             0.0          642.34         6563.25            27.5          935.53         5627.72
        7219.67             0.0          642.34         6577.33            27.5          939.41         5637.92
        7253.31             0.0          642.34         6610.97            27.5          948.66         5662.31
        7263.23             0.0          642.34         6620.89            27.5          951.38         5669.51
        7266.48             0.0          642.34         6624.14            27.5          952.28         5671.86
        7271.68             0.0          642.34         6629.34            27.5          953.71         5675.63
        7278.06             0.0          642.34         6635.72            27.5          955.46         5680.26
        7279.77             0.0          642.34         6637.43            27.5          955.93         5681.50
        7288.64             0.0          642.34         6646.30            27.5          958.37         5687.93
        7293.66             0.0          642.34         6651.32            27.5          959.75         5691.57
        7304.95             0.0          642.34         6662.61            27.5          962.86         5699.75
        7322.64             0.0          642.34         6680.30            27.5          967.72         5712.58
        7323.98             0.0          642.34         6681.64            27.5          968.09         5713.55
        7331.46             0.0          642.34         6689.12            27.5          970.15         5718.97
        7345.27             0.0          642.34         6702.93            27.5          973.95         5728.98
        7347.20             0.0          642.34         6704.86            27.5          974.48         5730.38
        7352.51             0.0          642.34         6710.17            27.5          975.94         5734.23
        7358.28             0.0          642.34         6715.94            27.5          977.52         5738.42
        7361.01             0.0          642.34         6718.67            27.5          978.27         5740.40
        7364.23             0.0          642.34         6721.89            27.5          979.16         5742.73
        7371.72             0.0          642.34         6729.38            27.5          981.22         5748.16
        7393.66             0.0          642.34         6751.32            27.5          987.25         5764.07
        7401.81             0.0          642.34         6759.47            27.5          989.49         5769.98
        7402.40             0.0          642.34         6760.06            27.5          989.66         5770.40
        7404.50             0.0          642.34         6762.16            27.5          990.23         5771.93
        7405.20             0.0          642.34         6762.86            27.5          990.43         5772.43
        7412.74             0.0          642.34         6770.40            27.5          992.50         5777.90
        7417.81             0.0          642.34         6775.47            27.5          993.89         5781.58
        7419.25             0.0          642.34         6776.91            27.5          994.29         5782.62
        7419.42             0.0          642.34         6777.08            27.5          994.34         5782.74
        7435.41             0.0          642.34         6793.07            27.5          998.73         5794.34
        7436.51             0.0          642.34         6794.17            27.5          999.04         5795.13
        7437.68             0.0          642.34         6795.34            27.5          999.36         5795.98
        7444.84             0.0          642.34         6802.50            27.5         1001.33         5801.17
        7447.56             0.0          642.34         6805.22            27.5         1002.08         5803.14
        7448.17             0.0          642.34         6805.83            27.5         1002.24         5803.59
        7451.79             0.0          642.34         6809.45            27.5         1003.24         5806.21
        7457.22             0.0          642.34         6814.88            27.5         1004.73         5810.15
        7460.65             0.0          642.34         6818.31            27.5         1005.68         5812.63
        7470.50             0.0          642.34         6828.16            27.5         1008.38         5819.78
        7483.85             0.0          642.34         6841.51            27.5         1012.06         5829.45
        7495.60             0.0          642.34         6853.26            27.5         1015.29         5837.97
        7500.92             0.0          642.34         6858.58            27.5         1016.75         5841.83
        7504.10             0.0          642.34         6861.76            27.5         1017.62         5844.14
        7544.03             0.0          642.34         6901.69            27.5         1028.60         5873.09
        7551.47             0.0          642.34         6909.13            27.5         1030.65         5878.48
        7559.11             0.0          642.34         6916.77            27.5         1032.75         5884.02
        7561.35             0.0          642.34         6919.01            27.5         1033.37         5885.64
        7562.62             0.0          642.34         6920.28            27.5         1033.72         5886.56
        7567.13             0.0          642.34         6924.79            27.5         1034.96         5889.83
        7580.33             0.0          642.34         6937.99            27.5         1038.59         5899.40
        7585.53             0.0          642.34         6943.19            27.5         1040.02         5903.17
        7599.97             0.0          642.34         6957.63            27.5         1043.99         5913.64
        7617.66             0.0          642.34         6975.32            27.5         1048.85         5926.47
        7622.89             0.0          642.34         6980.55            27.5         1050.29         5930.26
        7625.42             0.0          642.34         6983.08            27.5         1050.99         5932.09
        7640.06             0.0          642.34         6997.72            27.5         1055.01         5942.71
        7641.15             0.0          642.34         6998.81            27.5         1055.31         5943.50
        7650.01             0.0          642.34         7007.67            27.5         1057.75         5949.92
        7651.15             0.0          642.34         7008.81            27.5         1058.06         5950.75
        7655.28             0.0          642.34         7012.94            27.5         1059.20         5953.74
        7656.99             0.0          642.34         7014.65            27.5         1059.67         5954.98
        7659.00             0.0          642.34         7016.66            27.5         1060.22         5956.44
        7664.74             0.0          642.34         7022.40            27.5         1061.80         5960.60
        7680.30             0.0          642.34         7037.96            27.5         1066.08         5971.88
        7709.86             0.0          642.34         7067.52            27.5         1074.21         5993.31
        7710.22             0.0          642.34         7067.88            27.5         1074.31         5993.57
        7714.42             0.0          642.34         7072.08            27.5         1075.46         5996.62
        7714.46             0.0          642.34         7072.12            27.5         1075.47         5996.65
        7717.81             0.0          642.34         7075.47            27.5         1076.39         5999.08
        7726.06             0.0          642.34         7083.72            27.5         1078.66         6005.06
        7729.30             0.0          642.34         7086.96            27.5         1079.55         6007.41
        7737.83             0.0          642.34         7095.49            27.5         1081.90         6013.59
        7745.94             0.0          642.34         7103.60            27.5         1084.13         6019.47
        7751.38             0.0          642.34         7109.04            27.5         1085.63         6023.41
        7752.68             0.0          642.34         7110.34            27.5         1085.98         6024.36
        7754.41             0.0          642.34         7112.07            27.5         1086.46         6025.61
        7772.52             0.0          642.34         7130.18            27.5         1091.44         6038.74
        7804.96             0.0          642.34         7162.62            27.5         1100.36         6062.26
        7806.54             0.0          642.34         7164.20            27.5         1100.80         6063.40
        7812.43             0.0          642.34         7170.09            27.5         1102.41         6067.68
        7834.63             0.0          642.34         7192.29            27.5         1108.52         6083.77
        7844.56             0.0          642.34         7202.22            27.5         1111.25         6090.97
        7846.15             0.0          642.34         7203.81            27.5         1111.69         6092.12
        7855.05             0.0          642.34         7212.71            27.5         1114.14         6098.57
        7857.21             0.0          642.34         7214.87            27.5         1114.73         6100.14
        7862.53             0.0          642.34         7220.19            27.5         1116.19         6104.00
        7863.46             0.0          642.34         7221.12            27.5         1116.45         6104.67
        7873.23             0.0          642.34         7230.89            27.5         1119.13         6111.76
        7879.85             0.0          642.34         7237.51            27.5         1120.96         6116.55
        7882.59             0.0          642.34         7240.25            27.5         1121.71         6118.54
        7888.36             0.0          642.34         7246.02            27.5         1123.30         6122.72
        7891.27             0.0          642.34         7248.93            27.5         1124.10         6124.83
        7894.15             0.0          642.34         7251.81            27.5         1124.89         6126.92
        7905.54             0.0          642.34         7263.20            27.5         1128.02         6135.18
        7907.11             0.0          642.34         7264.77            27.5         1128.45         6136.32
        7912.26             0.0          642.34         7269.92            27.5         1129.87         6140.05
        7916.84             0.0          642.34         7274.50            27.5         1131.13         6143.37
        7925.06             0.0          642.34         7282.72            27.5         1133.39         6149.33
        7925.79             0.0          642.34         7283.45            27.5         1133.59         6149.86
        7928.42             0.0          642.34         7286.08            27.5         1134.31         6151.77
        7929.32             0.0          642.34         7286.98            27.5         1134.56         6152.42
        7931.99             0.0          642.34         7289.65            27.5         1135.29         6154.36
        7935.75             0.0          642.34         7293.41            27.5         1136.33         6157.08
        7944.24             0.0          642.34         7301.90            27.5         1138.66         6163.24
        7944.60             0.0          642.34         7302.26            27.5         1138.76         6163.50
        7946.85             0.0          642.34         7304.51            27.5         1139.38         6165.13
        7962.39             0.0          642.34         7320.05            27.5         1143.65         6176.40
        7969.03             0.0          642.34         7326.69            27.5         1145.48         6181.21
        7973.23             0.0          642.34         7330.89            27.5         1146.63         6184.26
        7987.30             0.0          642.34         7344.96            27.5         1150.50         6194.46
        7993.81             0.0          642.34         7351.47            27.5         1152.29         6199.18
        7998.29             0.0          642.34         7355.95            27.5         1153.53         6202.42
        7998.46             0.0          642.34         7356.12            27.5         1153.57         6202.55
        8003.98             0.0          642.34         7361.64            27.5         1155.09         6206.55
        8007.43             0.0          642.34         7365.09            27.5         1156.04         6209.05
        8008.44             0.0          642.34         7366.10            27.5         1156.32         6209.78
        8015.90             0.0          642.34         7373.56            27.5         1158.37         6215.19
        8020.61             0.0          642.34         7378.27            27.5         1159.66         6218.61
        8030.00             0.0          642.34         7387.66            27.5         1162.25         6225.41
        8034.78             0.0          642.34         7392.44            27.5         1163.56         6228.88
        8049.17             0.0          642.34         7406.83            27.5         1167.52         6239.31
        8054.89             0.0          642.34         7412.55            27.5         1169.09         6243.46
